baid,acvalue,aid,sid,cid,geneid,pmid,aidtype,aidmdate,hasdrc,rnai,activity,protacxn,acname,acqualifier,aidsrcname,aidname,cmpdname,targetname,targeturl,ecs,repacxn,taxid,cellids,targettaxid,anatomyid,anatomy
254824505,"",625186,103341726,124087,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Desloratadine,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824506,"",625186,103269962,55652,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Spiradoline,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824507,"",625186,103269962,55652,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Spiradoline,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824510,"",625186,123085230,4098,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Methapyrilene,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824511,"",625186,123085230,4098,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Methapyrilene,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824512,"",625186,103311042,42890,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Idarubicin,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824513,"",625186,103311042,42890,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Idarubicin,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824514,"",625186,136921836,7043232,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",(2S)-2-amino-3-(benzylcarbamothioylsulfanyl)propanoic acid,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824928,"",625186,103357947,4906,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Prilocaine,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824929,"",625186,103357947,4906,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Prilocaine,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824930,"",625186,103218566,1674,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",3-Methylcholanthrene,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824931,"",625186,103218566,1674,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",3-Methylcholanthrene,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824932,"",625186,103194022,2284,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Baclofen,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824933,"",625186,103194022,2284,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Baclofen,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824934,"",625186,123085521,8226,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Methylergonovine,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824935,"",625186,123085521,8226,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Methylergonovine,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824936,"",625186,103707689,2724385,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Digoxin,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824937,"",625186,103707689,2724385,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Digoxin,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824938,"",625186,103326781,936,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Niacinamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824939,"",625186,103326781,936,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Niacinamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824940,"",625186,103179606,441243,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Saquinavir,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824941,"",625186,103179606,441243,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Saquinavir,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824942,"",625186,104251392,716312,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",4-Fluoro-L-phenylalanine,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824943,"",625186,104251392,716312,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",4-Fluoro-L-phenylalanine,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824944,"",625186,103343350,4723,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Pemoline,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824945,"",625186,103343350,4723,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Pemoline,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824946,"",625186,103165766,4543,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Nortriptyline,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824947,"",625186,103165766,4543,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Nortriptyline,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254824948,"",625186,103169414,2995,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Desipramine,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825345,"",625186,103169414,2995,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Desipramine,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825346,"",625186,103508547,4091,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Metformin,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825347,"",625186,103508547,4091,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Metformin,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825348,"",625186,136923751,35802,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Flubendazole,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825349,"",625186,136923751,35802,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Flubendazole,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825350,"",625186,103267861,2141,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Amifostine,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825351,"",625186,103267861,2141,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Amifostine,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825352,"",625186,103179099,7961,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Bromobenzene,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825353,"",625186,103179099,7961,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Bromobenzene,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825354,"",625186,103170845,4168,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Metoclopramide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825355,"",625186,103170845,4168,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Metoclopramide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825356,"",625186,103619997,37542,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Ribavirin,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825357,"",625186,103619997,37542,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Ribavirin,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825358,"",625186,103250293,5071,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Rimantadine,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825359,"",625186,103250293,5071,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Rimantadine,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825360,"",625186,103199488,3821,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Ketamine,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825361,"",625186,103199488,3821,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Ketamine,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825362,"",625186,103340993,4649,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",4-Aminosalicylic acid,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825363,"",625186,103340993,4649,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",4-Aminosalicylic acid,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825364,"",625186,103770389,10660,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Dimenhydrinate,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825365,"",625186,103770389,10660,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Dimenhydrinate,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825869,"",625186,103166970,2477,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Buspirone,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825870,"",625186,103166970,2477,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Buspirone,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825871,"",625186,136928380,6761,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Pipamazine,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825872,"",625186,136928380,6761,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Pipamazine,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825873,"",625186,103274495,3690,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Ifosfamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825874,"",625186,103274495,3690,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Ifosfamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825875,"",625186,103170825,5073,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Risperidone,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825876,"",625186,103170825,5073,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Risperidone,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825877,"",625186,103164769,5333,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Sulfanilamide,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825878,"",625186,103211461,3334,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Fenbendazole,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825879,"",625186,103211461,3334,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Fenbendazole,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825880,"",625186,103346479,443884,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Ergometrine,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825881,"",625186,103346479,443884,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Ergometrine,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825882,"",625186,103227310,276389,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Harringtonine,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825883,"",625186,103227310,276389,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Harringtonine,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825884,"",625186,103292815,60846,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Valsartan,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825885,"",625186,103292815,60846,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))",Valsartan,ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825886,"",625186,103239458,25444,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,IC50,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))","(2S,3R,4S,5S,6R)-2-[(2S,3R,4S,5S,6R)-2-[(2S,3R,4S,6R)-2-[(2R,3R,4R,5R,6R)-6-[(1R,2S,3S,4R,5'R,6R,7S,8R,9S,12S,13S,15R,16R,18S)-3,15-dihydroxy-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-oxane]-16-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-5-hydroxy-6-(hydroxymethyl)-4-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-3-yl]oxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
254825887,"",625186,103239458,25444,2064,"",Confirmatory,20240503,0,0,Unspecified,P04626,Ki,"",ChEMBL,"DRUGMATRIX: Protein Tyrosine Kinase, ERBB2 (HER2) enzyme inhibition (substrate: Poly(Glu:Tyr))","(2S,3R,4S,5S,6R)-2-[(2S,3R,4S,5S,6R)-2-[(2S,3R,4S,6R)-2-[(2R,3R,4R,5R,6R)-6-[(1R,2S,3S,4R,5'R,6R,7S,8R,9S,12S,13S,15R,16R,18S)-3,15-dihydroxy-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-oxane]-16-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-5-hydroxy-6-(hydroxymethyl)-4-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxan-3-yl]oxy-3,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",ERBB2 - erb-b2 receptor tyrosine kinase 2 (human),/gene/2064,2.7.10.1,P04626,9606,"","","",""
